country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-04-10,,,,,17,
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-04-11,,,,,-7,
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-04-12,2,,,,-18,4
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-04-13,,,,,-21,5
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-04-14,,,,,-19,5
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-04-15,9,,,,-18,4
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-04-16,,,,,-12,3
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-04-17,,,,,11,
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-04-18,,,,,-3,
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-04-19,12,,,,-15,3
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-04-20,,,,,-17,3
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-04-21,,,,,-17,4
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-04-22,9,,,,-15,4
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-04-23,,,,,-11,4
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-04-24,,,,,12,
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-04-25,,,,,1,
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-04-26,8,,,,-14,3
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-04-27,,,,,-13,3
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-04-28,,,,,-14,3
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-04-29,39,57,,,-13,-1
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-04-30,,,,-29,-67,14
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-05-01,,,,,10,
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-05-02,,,,,-9,
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-05-03,15,27,,,-13,2
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-05-04,,,,,-13,6
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-05-05,,,,,-14,5
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-05-06,20,,,,-11,4
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-05-07,9,26,,,-7,3
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-05-08,31,,,,10,
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-05-09,,,,,6,
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-05-10,19,,,,-11,1
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-05-11,15,32,,,-10,3
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-05-12,40,49,,,-11,-1
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-05-13,20,,,,-69,14
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-05-14,30,43,,,-52,10
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-05-15,42,,,,12,
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-05-16,,,,,2,
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-05-17,27,,,,-5,1
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-05-18,19,33,,,-5,2
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-05-19,25,,,,-6,2
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-05-20,26,30,,,-1,2
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-05-21,,42,,,0,2
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-05-22,,,,,12,
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-05-23,,,,,0,
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-05-24,11,,,,-70,14
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-05-25,21,36,,,-4,1
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-05-26,14,,,,-2,5
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-05-27,29,,,,6,2
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-05-28,8,32,,,10,2
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-05-29,42,,,,21,
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-05-30,,,,,9,
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-05-31,39,51,,,8,0
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-06-01,40,,,,4,0
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-06-02,49,,,,2,1
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-06-03,37,,,,5,2
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-06-04,33,40,,,10,0
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-06-05,57,,,,10,
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-06-06,,,,,4,
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-06-07,35,43,,,4,1
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-06-08,34,,,,3,0
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-06-09,,51,,,7,0
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-06-10,45,47,,,5,0
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-06-11,38,50,,,5,0
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-06-12,58,,,,14,
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-06-13,,,,,1,
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-06-14,38,48,,,4,0
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-06-15,36,49,,,4,1
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-06-16,,54,,,1,0
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-06-17,48,67,,,3,0
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-06-18,43,51,,,5,-1
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-06-19,51,,,,16,
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-06-20,,,,,4,
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-06-21,37,48,,,-1,2
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-06-22,39,58,,,-2,1
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-06-23,46,54,,,2,-2
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-06-24,45,46,,,2,1
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-06-25,32,44,,,6,-1
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-06-26,42,,,,9,
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-06-27,,,,,2,
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-06-28,52,,,,-7,0
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-06-29,52,61,,,-10,0
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-06-30,,65,,,-11,0
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-07-01,74,65,,,-12,1
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-07-02,44,58,,,-10,0
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-07-03,52,,,,9,
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-07-04,,,,,5,
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-07-05,59,76,,,-19,3
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-07-06,,75,,,-17,2
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-07-07,,,,,-19,2
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-07-08,70,76,,,-18,1
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-07-09,46,60,,,-17,2
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-07-10,78,,,,15,
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-07-11,,,,,-3,
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-07-12,,101,,,-23,3
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-07-13,,105,,,-25,3
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-07-14,,108,,,-26,2
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-07-15,,100,,,-24,2
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-07-16,68,76,,,-22,3
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-07-17,85,,,,5,
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-07-18,,,,,-8,
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-07-19,,108,,,-38,4
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-07-20,,104,,,-40,3
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-07-21,,,,,-40,4
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-07-22,,,,,-36,4
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-07-23,79,75,,,-36,3
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-07-24,86,,,,10,
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-07-25,,,,,-7,
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-07-26,,109,,,-40,5
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-07-27,,113,,,-41,5
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-07-28,,107,,,-38,6
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-07-29,,,,,-38,7
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-07-30,79,75,,,-35,4
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-07-31,64,,,,14,
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-08-01,,,,,3,
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-08-02,,108,,,-25,4
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-08-03,,107,,,-27,3
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-08-04,,105,,,-26,2
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-08-05,,95,,,-23,3
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-08-06,64,68,,,-23,4
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-08-07,71,,,,17,
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-08-08,,,,,1,
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-08-09,,,,,-8,3
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-08-10,,,,,-5,2
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-08-11,,98,,,-7,1
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-08-12,,,,,-5,-1
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-08-13,82,76,,,-3,-1
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-08-14,96,,,,16,
DK,Denmark,Region of Southern Denmark,Tønder Municipality,,,,ChIJc31eoKW2tEcRvtpCT1xOoh8,2021-08-15,,,,,3,
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-01-01,-64,-69,,-75,-85,23
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-01-02,-36,-18,,,-12,
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-01-03,,-22,,,-13,
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-01-04,,-8,,-46,-30,12
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-01-05,-18,-7,,-51,-32,12
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-01-06,-31,-16,,-50,-32,13
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-01-07,-26,-15,,-50,-32,14
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-01-08,-32,-11,,-59,-31,13
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-01-09,-39,-16,,,-12,
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-01-10,,-25,-1,,-12,
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-01-11,-21,-20,,-62,-31,12
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-01-12,-23,-14,,-55,-32,12
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-01-13,-25,-15,,-55,-31,12
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-01-14,-24,-14,,-53,-32,12
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-01-15,-35,-15,,-55,-31,12
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-01-16,-38,-14,,,-12,
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-01-17,,-22,,,-17,
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-01-18,,-18,,-51,-31,11
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-01-19,-25,-15,,-53,-31,11
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-01-20,-31,-16,,-60,-32,12
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-01-21,-21,-14,,-49,-31,13
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-01-22,-24,-5,,-52,-32,12
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-01-23,-42,-12,,,-9,
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-01-24,-13,-12,,,-13,
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-01-25,-10,-16,,-50,-31,10
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-01-26,-16,-12,,-50,-31,10
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-01-27,-23,-9,,-52,-32,11
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-01-28,-24,-6,,-42,-34,11
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-01-29,-19,2,,-47,-32,11
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-01-30,-31,-1,,,-7,
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-01-31,,-12,,,-13,
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-02-01,-11,-8,,-45,-30,10
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-02-02,-23,-7,,-50,-32,10
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-02-03,-28,-9,,-44,-32,12
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-02-04,-25,5,,-42,-31,12
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-02-05,-25,0,,-54,-32,12
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-02-06,-44,-5,,,-13,
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-02-07,,-16,-4,,-18,
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-02-08,-25,-6,,-53,-32,11
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-02-09,-22,1,,-47,-31,12
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-02-10,-23,1,,-48,-29,11
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-02-11,-24,3,,-52,-28,11
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-02-12,-17,3,,-56,-28,10
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-02-13,-29,15,,,-5,
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-02-14,7,19,,,-8,
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-02-15,-6,20,,-49,-37,11
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-02-16,-5,19,,-48,-38,11
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-02-17,2,27,,-46,-36,11
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-02-18,4,30,,-53,-39,12
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-02-19,-1,20,,-52,-40,12
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-02-20,-21,11,,,-4,
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-02-21,-4,5,,,-7,
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-02-22,-7,11,,-42,-23,9
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-02-23,-16,5,,-49,-24,10
DK,Denmark,Region of Southern Denmark,Varde Municipality,,,,ChIJhxswtXwbS0YRSLUzbEZX1bY,2021-02-24,-16,12,,-40,-24,10
