country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-01,-79,-74,17,-71,-88,23
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-02,-53,-19,34,-54,-27,10
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-03,-43,-21,20,-53,-21,8
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-04,-38,-14,3,-53,-41,15
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-05,-39,-12,3,-53,-41,15
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-06,-46,-20,-9,-54,-42,16
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-07,-44,-16,-5,-55,-43,16
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-08,-46,-18,-4,-57,-42,17
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-09,-51,-17,63,-51,-22,9
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-10,-44,-23,6,-56,-22,8
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-11,-42,-20,-16,-56,-43,15
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-12,-40,-14,27,-51,-42,14
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-13,-44,-19,-13,-55,-42,15
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-14,-42,-16,16,-53,-42,15
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-15,-46,-18,8,-56,-43,15
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-16,-51,-18,62,-52,-23,8
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-17,-41,-21,45,-53,-21,6
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-18,-42,-21,-4,-54,-43,14
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-19,-42,-17,-3,-54,-42,14
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-20,-44,-20,-22,-55,-42,15
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-21,-42,-16,14,-53,-42,15
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-22,-45,-17,0,-55,-42,15
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-23,-50,-16,49,-50,-21,8
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-24,-39,-20,49,-50,-19,6
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-25,-40,-19,20,-52,-42,14
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-26,-39,-15,44,-50,-41,13
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-27,-43,-18,-1,-54,-40,15
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-28,-40,-14,33,-51,-40,14
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-29,-39,-9,11,-52,-40,14
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-30,-46,-11,67,-48,-18,7
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-31,-36,-15,61,-47,-16,5
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-01,-37,-14,32,-50,-41,13
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-02,-37,-10,43,-50,-40,13
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-03,-42,-15,3,-52,-40,14
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-04,-40,-11,20,-51,-40,14
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-05,-41,-10,11,-53,-40,14
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-06,-47,-11,53,-48,-18,8
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-07,-39,-17,1,-52,-19,7
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-08,-40,-16,-6,-52,-40,14
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-09,-38,-11,8,-50,-38,14
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-10,-38,-11,21,-49,-37,14
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-11,-38,-8,24,-49,-37,14
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-12,-38,-8,48,-49,-37,13
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-13,-43,-7,115,-43,-16,6
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-14,-27,-8,120,-42,-11,5
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-15,-36,-12,40,-51,-45,14
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-16,-37,-10,54,-48,-45,14
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-17,-38,-9,19,-49,-44,14
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-18,-37,-7,31,-50,-45,14
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-19,-39,-8,65,-50,-45,14
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-20,-46,-10,69,-45,-14,6
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-21,-31,-10,107,-40,-10,4
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-22,-34,-9,74,-47,-37,12
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-23,-35,-8,51,-47,-36,12
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-24,-37,-9,56,-47,-35,13
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-25,-35,-5,71,-46,-35,12
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-26,-33,-1,55,-46,-35,12
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-27,-40,-1,107,-39,-7,5
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-28,-27,-7,75,-41,-5,4
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-01,-12,-4,51,-42,-34,10
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-02,-17,-2,52,-42,-33,11
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-03,-20,-4,38,-43,-33,11
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-04,-19,-2,53,-43,-33,11
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-05,-22,-2,76,-42,-33,11
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-06,-28,-3,42,-42,-6,6
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-07,-22,-9,42,-42,-4,5
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-08,-18,-5,68,-42,-34,10
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-09,-19,-3,86,-40,-33,10
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-10,-23,-6,29,-44,-32,11
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-11,-29,-10,-9,-48,-34,13
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-12,-26,-4,24,-46,-32,12
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-13,-32,-5,9,-47,-6,7
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-14,-19,-8,50,-40,-3,4
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-15,-20,-8,29,-42,-33,10
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-16,-17,-3,98,-37,-31,9
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-17,-20,-4,67,-38,-30,10
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-18,-19,-3,73,-40,-30,10
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-19,-22,-3,69,-41,-30,10
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-20,-29,-3,37,-43,-4,6
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-21,-15,-6,97,-34,0,3
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-22,-18,-6,61,-41,-32,10
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-23,-19,-4,65,-38,-31,10
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-24,-21,-4,62,-39,-30,10
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-25,-18,-1,101,-37,-29,9
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-26,-21,-2,90,-39,-29,9
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-27,-27,-1,51,-40,-2,5
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-28,-21,-12,27,-44,-2,5
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-29,-5,1,89,-44,-46,11
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-30,5,11,248,-32,-45,8
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-31,18,33,224,-28,-47,6
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-04-01,-47,-23,199,-51,-79,16
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-04-02,-54,-32,224,-55,-79,18
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-04-03,-13,14,159,-29,-1,0
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-04-04,-46,-26,63,-38,-9,1
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-04-05,-54,-27,50,-57,-81,21
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-04-06,-3,13,58,-34,-31,8
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-04-07,-12,2,60,-35,-31,9
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-04-08,-14,0,55,-37,-30,9
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-04-09,-17,-1,59,-39,-29,9
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-04-10,-18,-1,117,-32,1,4
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-04-11,-21,-12,-18,-45,-6,6
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-04-12,-9,-3,68,-34,-29,8
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-04-13,-10,0,79,-33,-28,8
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-04-14,-11,-1,101,-33,-28,8
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-04-15,-10,1,109,-33,-26,8
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-04-16,-13,0,134,-34,-26,7
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-04-17,-17,0,139,-30,2,3
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-04-18,-3,-3,149,-26,5,1
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-04-19,-5,0,159,-30,-27,7
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-04-20,-3,4,187,-25,-25,6
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-04-21,-3,1,69,-31,-25,7
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-04-22,-4,2,84,-30,-24,7
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-04-23,-6,1,114,-30,-24,6
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-04-24,-7,2,134,-24,5,2
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-04-25,4,-2,96,-27,5,2
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-04-26,-3,-1,95,-30,-25,7
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-04-27,0,3,137,-25,-23,6
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-04-28,0,3,106,-28,-23,6
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-04-29,17,25,109,-20,-23,2
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-04-30,-41,-30,214,-48,-76,17
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-05-01,3,11,157,-21,0,1
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-05-02,7,-1,86,-25,3,1
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-05-03,2,3,78,-28,-25,6
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-05-04,-5,0,33,-30,-24,8
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-05-05,-5,0,35,-31,-23,8
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-05-06,1,3,65,-27,-21,6
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-05-07,0,2,97,-27,-20,5
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-05-08,0,4,117,-19,5,1
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-05-09,19,5,124,-19,9,0
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-05-10,4,1,122,-24,-21,5
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-05-11,5,7,96,-22,-20,5
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-05-12,16,19,126,-16,-20,2
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-05-13,-27,-20,226,-42,-77,16
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-05-14,11,6,225,-35,-60,11
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-05-15,-5,0,138,-21,-4,1
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-05-16,8,-1,99,-19,5,0
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-05-17,5,3,119,-24,-20,5
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-05-18,6,6,129,-21,-18,5
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-05-19,4,4,125,-24,-17,5
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-05-20,6,7,122,-25,-17,4
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-05-21,1,5,122,-24,-17,4
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-05-22,-2,8,98,-23,4,1
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-05-23,-21,-14,120,-26,-4,1
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-05-24,-29,-17,210,-42,-79,16
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-05-25,8,16,72,-22,-16,5
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-05-26,-1,4,55,-27,-16,6
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-05-27,6,7,115,-23,-14,4
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-05-28,5,5,179,-21,-12,2
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-05-29,3,5,218,-11,14,-2
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-05-30,20,4,219,-14,15,-2
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-05-31,21,14,205,-19,-15,3
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-06-01,17,15,169,-17,-14,3
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-06-02,13,12,145,-21,-14,4
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-06-03,15,13,166,-19,-14,3
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-06-04,14,13,210,-18,-13,1
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-06-05,-18,-10,263,-6,1,-2
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-06-06,26,14,182,-12,13,-2
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-06-07,14,13,151,-22,-17,4
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-06-08,17,14,219,-16,-14,3
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-06-09,13,12,200,-19,-14,3
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-06-10,15,13,215,-17,-13,2
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-06-11,9,8,205,-17,-14,2
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-06-12,1,4,142,-9,10,-2
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-06-13,15,1,149,-13,11,-1
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-06-14,12,8,134,-22,-16,4
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-06-15,16,12,178,-16,-13,3
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-06-16,15,10,207,-17,-14,2
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-06-17,15,12,269,-14,-14,1
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-06-18,8,6,293,-14,-15,1
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-06-19,1,5,246,-4,7,-3
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-06-20,10,3,112,-16,7,-1
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-06-21,16,10,125,-18,-17,3
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-06-22,18,11,200,-13,-15,2
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-06-23,13,10,241,-15,-15,1
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-06-24,16,11,208,-15,-14,2
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-06-25,9,5,213,-16,-14,1
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-06-26,-1,2,175,-1,10,-3
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-06-27,16,2,162,-8,8,-2
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-06-28,21,10,277,-16,-26,2
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-06-29,18,9,255,-15,-25,2
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-06-30,20,14,144,-20,-26,2
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-07-01,23,15,193,-15,-26,3
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-07-02,9,5,184,-18,-27,3
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-07-03,2,6,173,5,3,-4
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-07-04,21,4,207,-1,5,-2
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-07-05,22,12,214,-19,-34,5
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-07-06,23,14,236,-16,-33,4
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-07-07,23,14,247,-14,-33,2
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-07-08,17,9,275,-17,-34,4
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-07-09,6,2,232,-21,-33,4
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-07-10,-1,3,170,-3,-2,-2
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-07-11,19,3,241,-1,3,-3
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-07-12,25,13,353,-18,-45,4
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-07-13,27,14,404,-15,-44,4
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-07-14,21,11,403,-19,-44,4
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-07-15,21,12,416,-19,-44,4
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-07-16,6,2,389,-21,-44,3
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-07-17,1,5,305,5,-3,-5
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-07-18,20,4,216,-2,-2,-2
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-07-19,29,14,376,-20,-56,6
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-07-20,34,16,373,-18,-55,6
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-07-21,26,11,369,-21,-55,6
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-07-22,26,11,407,-20,-55,6
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-07-23,9,0,366,-22,-54,6
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-07-24,0,0,323,5,-2,-5
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-07-25,17,2,204,-3,-1,-2
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-07-26,26,11,337,-23,-56,8
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-07-27,28,12,388,-20,-55,8
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-07-28,25,10,310,-24,-55,8
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-07-29,23,9,245,-26,-55,9
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-07-30,16,6,256,-24,-54,7
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-07-31,4,4,165,0,-1,-2
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-08-01,27,6,186,-1,3,-2
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-08-02,31,15,274,-17,-44,6
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-08-03,33,16,323,-14,-43,6
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-08-04,29,13,333,-16,-42,5
